Year,Week,Payer,Group_EM,Group_EM2,Payment Amount*,Expected Payments,Missed Revenue (RF),% Error (RF),Performance Diagnostic (RF)
2025,14,18-CIGNA,New E/M Code,New Level 3,221.61,78.1157307615324,143.4942692384676,183.69445928441655,Over Performed
2025,14,18-CIGNA,New E/M Code,New Level 4,1466.5,1385.0564041511911,81.44359584880885,5.880164562591963,Over Performed
2025,14,2-BCBS,Existing E/M Code,Existing Level 4,2079.36,2031.1877312959464,48.17226870405375,2.3716305470848176,Average Performance
2025,14,2-BCBS,New E/M Code,New Level 3,750.7700000000001,839.4869247399406,-88.71692473994051,-10.567993631041194,Under Performed
2025,14,2-BCBS,New E/M Code,New Level 4,5439.049999999999,4957.650492068748,481.3995079312517,9.71023489254426,Over Performed
2025,14,20-WORK COMP,Existing E/M Code,Existing Level 4,297.16999999999996,163.67130119218984,133.49869880781011,81.56512341222866,Over Performed
2025,14,3-MEDICARE,New E/M Code,New Level 4,625.53,705.9084672492295,-80.37846724922952,-11.386528279289067,Under Performed
2025,14,4-MEDICAID,Existing E/M Code,Existing Level 4,1584.9399999999998,2034.850173938577,-449.91017393857715,-22.11023591322935,Under Performed
2025,14,4-MEDICAID,Existing E/M Code,Existing Level 5,243.16,199.75419343843123,43.40580656156877,21.729609683987647,Over Performed
2025,14,4-MEDICAID,New E/M Code,New Level 3,88.81,-184.24523673319447,273.0552367331945,-148.20206024029036,Under Performed
2025,14,4-MEDICAID,New E/M Code,New Level 4,1414.03,1472.2615839279242,-58.23158392792425,-3.955247122088531,Under Performed
2025,14,5-COMMERCIAL,New E/M Code,New Level 4,217.06,227.05630545470194,-9.99630545470194,-4.402566770688611,Under Performed
2025,14,9-EPS,New E/M Code,New PCP E/M Code,0.0,-47.8055071964169,47.8055071964169,-100.0,Under Performed
2025,14,9-EPS,Non E/M Code,Non E/M Code,740.0,897.3291166161011,-157.32911661610115,-17.53304486645899,Under Performed
2025,15,1-SELF PAY,Existing E/M Code,Existing Level 4,1663.0,1442.7442842531532,220.25571574684682,15.26644174929889,Over Performed
2025,15,1-SELF PAY,Existing E/M Code,Existing PCP E/M Code,110.0,503.0876860991589,-393.0876860991589,-78.13502436266768,Under Performed
2025,15,1-SELF PAY,New E/M Code,New Level 3,150.0,584.1739987758158,-434.1739987758158,-74.3227188621306,Under Performed
2025,15,1-SELF PAY,New E/M Code,New Level 4,3124.0,2097.8054517645555,1026.1945482354445,48.91752699814311,Over Performed
2025,15,1-SELF PAY,New E/M Code,New PCP E/M Code,404.0,641.8807030584408,-237.88070305844076,-37.05995552210621,Under Performed
2025,15,1-SELF PAY,Non E/M Code,Non E/M Code,840.0,827.6040885878954,12.395911412104624,1.4978069324494547,Average Performance
2025,15,12-HUMANA,Existing E/M Code,Existing Level 4,248.98000000000002,134.8845883941085,114.09541160589151,84.58743357137676,Over Performed
2025,15,12-HUMANA,New E/M Code,New Level 4,634.02,795.9763643857459,-161.95636438574593,-20.34688109247157,Under Performed
2025,15,13-TRICARE,Existing E/M Code,Existing Level 4,423.5,376.9044782714486,46.595521728551375,12.362687209832787,Over Performed
2025,15,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,921.35,1265.564864222716,-344.2148642227161,-27.198516168835468,Under Performed
2025,15,15-UNITED HEALTHCARE,New E/M Code,New Level 4,2388.6600000000003,2836.17518175783,-447.51518175782985,-15.77882722605537,Under Performed
2025,15,17-AETNA,Existing E/M Code,Existing Level 4,1073.01,1074.627650341839,-1.617650341838953,-0.15053124133967505,Average Performance
2025,15,17-AETNA,New E/M Code,New Level 4,3274.32,3000.5387486295062,273.7812513704939,9.124403125790103,Over Performed
2025,15,18-CIGNA,Existing E/M Code,Existing Level 4,357.31,288.9239145671538,68.38608543284619,23.669236773043718,Over Performed
2025,15,18-CIGNA,New E/M Code,New Level 4,2196.1,2383.270883034871,-187.17088303487117,-7.853529549126479,Under Performed
2025,15,18-CIGNA,New E/M Code,New Level 5,242.62,304.83539214736015,-62.21539214736015,-20.409504194737558,Under Performed
2025,15,2-BCBS,Existing E/M Code,Existing Level 4,2892.63,2952.916667384689,-60.286667384688826,-2.041597314633431,Average Performance
2025,15,2-BCBS,New E/M Code,New Level 4,4510.360000000001,4780.5258467604635,-270.16584676046295,-5.651383454887951,Under Performed
2025,15,20-WORK COMP,Existing E/M Code,Existing Level 4,352.89,317.5573093582925,35.33269064170747,11.126398165139516,Over Performed
2025,15,20-WORK COMP,New E/M Code,New Level 4,872.81,1268.5819433388426,-395.7719433388427,-31.197980187010327,Under Performed
2025,15,3-MEDICARE,Existing E/M Code,Existing Level 4,217.3,52.40319082594601,164.896809174054,314.66940576528754,Over Performed
2025,15,3-MEDICARE,New E/M Code,New Level 4,134.33999999999997,-128.94393936426934,263.2839393642693,-204.18481137022394,Under Performed
2025,15,4-MEDICAID,Existing E/M Code,Existing Level 4,2011.4,2868.2541704510413,-856.8541704510412,-29.873718280562926,Under Performed
2025,15,4-MEDICAID,New E/M Code,New Level 4,2046.36,2461.887295982083,-415.52729598208293,-16.878404493180625,Under Performed
2025,15,5-COMMERCIAL,New E/M Code,New Level 4,517.0,272.6220889097008,244.37791109029922,89.63980580870806,Over Performed
2025,15,9-EPS,New E/M Code,New Level 3,1501.0,2080.3802050060517,-579.3802050060517,-27.849726872611075,Under Performed
2025,15,9-EPS,New E/M Code,New PCP E/M Code,0.0,-47.8055071964169,47.8055071964169,-100.0,Under Performed
2025,15,9-EPS,Non E/M Code,Non E/M Code,1516.0,1354.3725405209643,161.62745947903568,11.933751951059572,Over Performed
2025,15,99-NEEDS INFO,New E/M Code,New Level 4,99.0,20.980410718601775,78.01958928139823,371.86874140754566,Over Performed
2025,16,1-SELF PAY,Existing E/M Code,Existing Level 4,50.0,-8.793869400625795,58.793869400625795,-668.5779231204169,Under Performed
2025,16,1-SELF PAY,New E/M Code,New Level 3,150.0,591.974845291963,-441.974845291963,-74.66108548480304,Under Performed
2025,16,1-SELF PAY,New E/M Code,New Level 4,3470.5,2262.3462818396492,1208.1537181603508,53.40268763709898,Over Performed
2025,16,1-SELF PAY,New E/M Code,New PCP E/M Code,145.0,477.76354798423426,-332.76354798423426,-69.6502588755924,Under Performed
2025,16,1-SELF PAY,Non E/M Code,Non E/M Code,515.0,555.6049351244887,-40.60493512448875,-7.308238742586188,Under Performed
2025,16,12-HUMANA,New E/M Code,New Level 4,842.2700000000001,979.3341431399924,-137.06414313999232,-13.995646337881173,Under Performed
2025,16,13-TRICARE,Existing E/M Code,Existing Level 4,272.47,88.04755983104053,184.4224401689595,209.45775274505985,Over Performed
2025,16,13-TRICARE,New E/M Code,New Level 4,182.16,23.391405673523536,158.76859432647646,678.7475560144931,Over Performed
2025,16,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,534.4,314.4630801731696,219.93691982683038,69.94045841747615,Over Performed
2025,16,15-UNITED HEALTHCARE,New E/M Code,New Level 4,1113.03,1112.7782605692803,0.25173943071968097,0.02262260502742882,Average Performance
2025,16,17-AETNA,Existing E/M Code,Existing Level 4,539.37,686.838114745856,-147.46811474585604,-21.47057823085753,Under Performed
2025,16,17-AETNA,New E/M Code,New Level 4,1845.96,1637.546228199281,208.41377180071913,12.727199282178447,Over Performed
2025,16,18-CIGNA,Existing E/M Code,Existing Level 4,407.01000000000005,320.59158522603775,86.4184147739623,26.955921102243448,Over Performed
2025,16,18-CIGNA,New E/M Code,New Level 4,575.34,617.8285062164036,-42.48850621640361,-6.877071191907966,Under Performed
2025,16,2-BCBS,Existing E/M Code,Existing Level 4,2072.2,2206.4745262766714,-134.27452627667162,-6.085478199617104,Under Performed
2025,16,2-BCBS,New E/M Code,New Level 4,5234.37,5473.021505107687,-238.65150510768672,-4.3605073520169,Under Performed
2025,16,20-WORK COMP,Existing E/M Code,Existing Level 4,395.26,575.443668325247,-180.18366832524703,-31.312129795371256,Under Performed
2025,16,3-MEDICARE,Existing E/M Code,Existing Level 4,495.95000000000005,452.3575351788659,43.59246482113417,9.636727904598153,Over Performed
2025,16,3-MEDICARE,New E/M Code,New Level 4,155.78,-50.38334587870622,206.16334587870622,-409.18946982010203,Under Performed
2025,16,4-MEDICAID,Existing E/M Code,Existing Level 4,1084.02,1302.8216211353488,-218.8016211353488,-16.79444197008899,Under Performed
2025,16,4-MEDICAID,New E/M Code,New Level 4,2626.4100000000003,3584.633421970947,-958.2234219709467,-26.731420180869836,Under Performed
2025,16,4-MEDICAID,Non E/M Code,Non E/M Code,2.77,-740.9216379639281,743.6916379639281,-100.37385869949918,Under Performed
2025,16,5-COMMERCIAL,Existing E/M Code,Existing Level 4,35.0,-117.1224899231654,152.1224899231654,-129.88324447589926,Under Performed
2025,16,5-COMMERCIAL,New E/M Code,New Level 4,379.8,360.247916661157,19.552083338843033,5.4273966439709875,Over Performed
2025,16,9-EPS,New E/M Code,New PCP E/M Code,0.0,-47.60901774500894,47.60901774500894,-100.0,Under Performed
2025,16,9-EPS,Non E/M Code,Non E/M Code,483.38,871.716435327726,-388.336435327726,-44.54848154626442,Under Performed
2025,17,1-SELF PAY,Existing E/M Code,Existing Level 4,1095.0,1140.2480402013605,-45.24804020136048,-3.9682629222822405,Under Performed
2025,17,1-SELF PAY,Existing E/M Code,Existing PCP E/M Code,200.0,262.06872195597,-62.06872195596998,-23.684139599993205,Under Performed
2025,17,1-SELF PAY,New E/M Code,New Level 4,2337.0,1678.2706788673345,658.7293211326655,39.250481428731284,Over Performed
2025,17,1-SELF PAY,New E/M Code,New PCP E/M Code,665.0,754.5057381581194,-89.50573815811936,-11.86283067596259,Under Performed
2025,17,1-SELF PAY,Non E/M Code,Non E/M Code,1300.0,1044.9792771251605,255.02072287483952,24.40438087695158,Over Performed
2025,17,12-HUMANA,Existing E/M Code,Existing Level 4,229.47,80.2590481712432,149.2109518287568,185.91168874865758,Over Performed
2025,17,13-TRICARE,Existing E/M Code,Existing Level 4,268.49,109.44157799715083,159.04842200284918,145.32723752118213,Over Performed
2025,17,13-TRICARE,New E/M Code,New Level 4,731.06,807.504089506155,-76.44408950615502,-9.466712367104655,Under Performed
2025,17,13-TRICARE,Non E/M Code,Non E/M Code,0.0,-36.99858736897761,36.99858736897761,-100.0,Under Performed
2025,17,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,765.01,683.5263194846343,81.48368051536568,11.921074316026749,Over Performed
2025,17,15-UNITED HEALTHCARE,New E/M Code,New Level 4,2326.3599999999997,2567.056818655895,-240.69681865589519,-9.37637285262441,Under Performed
2025,17,17-AETNA,Existing E/M Code,Existing Level 4,1770.24,1624.7098234837526,145.53017651624737,8.957302677237285,Over Performed
2025,17,17-AETNA,New E/M Code,New Level 4,2109.14,1835.89608998746,273.2439100125398,14.883408244221826,Over Performed
2025,17,18-CIGNA,Existing E/M Code,Existing Level 4,435.05,371.67009985921914,63.379900140780876,17.052730409249456,Over Performed
2025,17,18-CIGNA,New E/M Code,New Level 4,2241.69,2451.9476457898513,-210.25764578985127,-8.575127864205294,Under Performed
2025,17,2-BCBS,Existing E/M Code,Existing Level 4,4068.84,3963.374007763934,105.46599223606609,2.661015388138152,Over Performed
2025,17,2-BCBS,New E/M Code,New Level 3,268.68,227.34096604416413,41.33903395583587,18.183715269251206,Over Performed
2025,17,2-BCBS,New E/M Code,New Level 4,9205.61,8357.247429478557,848.3625705214436,10.151219976197073,Over Performed
2025,17,20-WORK COMP,Existing E/M Code,Existing Level 4,891.7299999999999,747.9440950738922,143.78590492610772,19.224151360123052,Over Performed
2025,17,20-WORK COMP,New E/M Code,New Level 4,1500.94,1839.0131161076838,-338.07311610768375,-18.38339885379522,Under Performed
2025,17,3-MEDICARE,Existing E/M Code,Existing Level 4,796.92,926.9685807860128,-130.04858078601285,-14.029448622275803,Under Performed
2025,17,3-MEDICARE,New E/M Code,New Level 4,236.75,67.54697428594284,169.20302571405716,250.49682462130642,Over Performed
2025,17,3-MEDICARE,Non E/M Code,Non E/M Code,205.48000000000002,196.4988748042365,8.981125195763525,4.570573345374644,Over Performed
2025,17,4-MEDICAID,Existing E/M Code,Existing Level 4,1299.19,1728.4653431395705,-429.2753431395704,-24.8356349662087,Under Performed
2025,17,4-MEDICAID,New E/M Code,New Level 4,3880.2699999999995,4751.31289840181,-871.0428984018108,-18.332678083457772,Under Performed
2025,17,5-COMMERCIAL,Existing E/M Code,Existing Level 4,275.0,105.33411074420576,169.66588925579424,161.07402251471254,Over Performed
2025,17,5-COMMERCIAL,New E/M Code,New Level 4,483.48,506.6203358481034,-23.140335848103405,-4.567589220311405,Under Performed
2025,17,9-EPS,New E/M Code,New Level 4,0.0,-53.66067755312463,53.66067755312463,-100.0,Under Performed
2025,17,9-EPS,Non E/M Code,Non E/M Code,0.0,647.6911731007551,-647.6911731007551,-100.0,Under Performed
2025,18,1-SELF PAY,Existing E/M Code,Existing Level 4,199.0,663.4920507563284,-464.49205075632835,-70.00717645778035,Under Performed
2025,18,1-SELF PAY,Existing E/M Code,Existing PCP E/M Code,225.0,508.4717784154759,-283.4717784154759,-55.74975651526702,Under Performed
2025,18,1-SELF PAY,New E/M Code,New Level 3,199.0,672.486514148864,-473.486514148864,-70.40832852211685,Under Performed
2025,18,1-SELF PAY,New E/M Code,New Level 4,3140.0,2191.052221536058,948.9477784639421,43.31013971901926,Over Performed
2025,18,1-SELF PAY,New E/M Code,New PCP E/M Code,485.0,650.2896663746819,-165.28966637468193,-25.417852215945537,Under Performed
2025,18,1-SELF PAY,Non E/M Code,Non E/M Code,1415.0,1137.5630933740792,277.43690662592076,24.388704964313366,Over Performed
2025,18,12-HUMANA,New E/M Code,New Level 4,436.93,384.1298638805156,52.80013611948442,13.745386934015633,Over Performed
2025,18,13-TRICARE,Existing E/M Code,Existing Level 4,101.36,-61.61488621534011,162.97488621534012,-264.50570020652685,Under Performed
2025,18,13-TRICARE,New E/M Code,New Level 4,569.91,613.2020887345677,-43.292088734567756,-7.060003468661908,Under Performed
2025,18,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 3,54.589999999999996,-271.28219909762123,325.8721990976212,-120.12295689934145,Under Performed
2025,18,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,1857.1599999999999,2604.9353927915236,-747.7753927915237,-28.706101305268312,Under Performed
2025,18,15-UNITED HEALTHCARE,New E/M Code,New Level 3,277.66,399.8874154609973,-122.22741546099729,-30.56545685992428,Under Performed
2025,18,15-UNITED HEALTHCARE,New E/M Code,New Level 4,1405.4500000000003,1522.57008990455,-117.12008990454979,-7.69226262101944,Under Performed
2025,18,15-UNITED HEALTHCARE,Non E/M Code,Non E/M Code,230.59,213.74234121188783,16.84765878811217,7.88222805672868,Over Performed
2025,18,17-AETNA,Existing E/M Code,Existing Level 4,1615.68,1447.2643394220154,168.41566057798468,11.636827909768284,Over Performed
2025,18,17-AETNA,New E/M Code,New Level 3,297.95000000000005,503.5150790720279,-205.56507907202786,-40.826002560019006,Under Performed
2025,18,17-AETNA,New E/M Code,New Level 4,2569.46,2214.2982091219624,355.16179087803766,16.039474241315954,Over Performed
2025,18,18-CIGNA,Existing E/M Code,Existing Level 4,755.3700000000001,701.3624023172588,54.007597682741334,7.7003839248159744,Over Performed
2025,18,18-CIGNA,New E/M Code,New Level 3,323.77,220.9721699816423,102.79783001835767,46.52071345767107,Over Performed
2025,18,18-CIGNA,New E/M Code,New Level 4,1090.33,1210.3470330644666,-120.01703306446666,-9.915919136067664,Under Performed
2025,18,2-BCBS,Existing E/M Code,Existing Level 3,208.76,189.7416397489335,19.018360251066497,10.023292871418013,Over Performed
2025,18,2-BCBS,Existing E/M Code,Existing Level 4,3604.76,3821.0149331329094,-216.25493313290917,-5.659620203462498,Under Performed
2025,18,2-BCBS,New E/M Code,New Level 3,168.68,131.40378622420303,37.276213775796975,28.367686234090517,Over Performed
2025,18,2-BCBS,New E/M Code,New Level 4,5395.9400000000005,5290.417279070898,105.52272092910243,1.994601094067845,Average Performance
2025,18,20-WORK COMP,Existing E/M Code,Existing Level 4,687.43,602.0456765957358,85.38432340426414,14.182366342545528,Over Performed
2025,18,3-MEDICARE,Existing E/M Code,Existing Level 4,81.67,61.586100192280924,20.083899807719078,32.611092024034924,Over Performed
2025,18,3-MEDICARE,New E/M Code,New Level 3,87.91,-189.4722245804685,277.38222458046846,-146.39730187084217,Under Performed
2025,18,3-MEDICARE,New E/M Code,New Level 4,410.81000000000006,394.10952592490185,16.700474075098214,4.237521038321848,Over Performed
2025,18,4-MEDICAID,Existing E/M Code,Existing Level 4,1735.85,2176.3760461549364,-440.52604615493647,-20.24126514961539,Under Performed
2025,18,4-MEDICAID,New E/M Code,New Level 3,91.58,-126.13176136928939,217.71176136928938,-172.60661312091844,Under Performed
2025,18,4-MEDICAID,New E/M Code,New Level 4,4011.58,5004.183538830258,-992.603538830258,-19.835474281230738,Under Performed
2025,18,5-COMMERCIAL,Existing E/M Code,Existing Level 4,347.76,311.0056008958936,36.75439910410637,11.817921927524894,Over Performed
2025,18,5-COMMERCIAL,New E/M Code,New Level 4,404.95000000000005,328.1135395641659,76.83646043583417,23.417643946633916,Over Performed
2025,18,9-EPS,Non E/M Code,Non E/M Code,31.18,747.5712075852405,-716.3912075852405,-95.8291598601402,Under Performed
2025,19,1-SELF PAY,Existing E/M Code,Existing Level 4,497.0,778.2385714151171,-281.2385714151171,-36.13783507334061,Under Performed
2025,19,1-SELF PAY,Existing E/M Code,Existing PCP E/M Code,120.0,30.00768364695091,89.99231635304909,299.8975776065716,Over Performed
2025,19,1-SELF PAY,New E/M Code,New Level 3,199.0,663.4920507563284,-464.49205075632835,-70.00717645778035,Under Performed
2025,19,1-SELF PAY,New E/M Code,New Level 4,3464.34,2276.9215519030427,1187.4184480969575,52.15016947353841,Over Performed
2025,19,1-SELF PAY,New E/M Code,New PCP E/M Code,465.0,640.1074608485876,-175.1074608485876,-27.355947486762368,Under Performed
2025,19,1-SELF PAY,Non E/M Code,Non E/M Code,355.0,575.8002259545776,-220.80022595457763,-38.346672335622806,Under Performed
2025,19,12-HUMANA,New E/M Code,New Level 4,187.7,137.5183641346506,50.18163586534939,36.49086155229001,Over Performed
2025,19,13-TRICARE,Existing E/M Code,Existing Level 4,254.37,355.5073352521895,-101.13733525218947,-28.448733745660903,Under Performed
2025,19,13-TRICARE,New E/M Code,New Level 4,527.8399999999999,530.5869433842629,-2.746943384262977,-0.5177178629278065,Average Performance
2025,19,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 3,0.0,46.531817409645214,-46.531817409645214,-100.0,Under Performed
2025,19,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,1424.2299999999998,1753.4879291867887,-329.25792918678894,-18.777313701810776,Under Performed
2025,19,15-UNITED HEALTHCARE,New E/M Code,New Level 4,1609.2900000000002,1682.6434528671152,-73.35345286711504,-4.359417483372696,Under Performed
2025,19,17-AETNA,Existing E/M Code,Existing Level 4,709.73,773.551322962036,-63.82132296203599,-8.250431621997004,Under Performed
2025,19,17-AETNA,New E/M Code,New Level 4,2249.0,1927.5571469198444,321.4428530801556,16.676177595761963,Over Performed
2025,19,18-CIGNA,Existing E/M Code,Existing Level 4,190.7,148.80633302514798,41.89366697485201,28.153147868896188,Over Performed
2025,19,18-CIGNA,New E/M Code,New Level 3,206.3,217.41687562439245,-11.116875624392435,-5.113161336932215,Under Performed
2025,19,18-CIGNA,New E/M Code,New Level 4,150.98,112.01938744111828,38.96061255888171,34.780240678749394,Over Performed
2025,19,2-BCBS,Existing E/M Code,Existing Level 4,3001.87,2882.937435701983,118.93256429801704,4.125395259195331,Over Performed
2025,19,2-BCBS,New E/M Code,New Level 3,280.73,150.6426368766522,130.0873631233478,86.35494294345413,Over Performed
2025,19,2-BCBS,New E/M Code,New Level 4,5163.92,4662.2746525959565,501.6453474040436,10.759669577267982,Over Performed
2025,19,2-BCBS,New E/M Code,New PCP E/M Code,197.87,124.25725405241553,73.61274594758447,59.2422120615448,Over Performed
2025,19,20-WORK COMP,Existing E/M Code,Existing Level 4,584.3399999999999,493.3715658934507,90.96843410654924,18.438118528742883,Over Performed
2025,19,20-WORK COMP,New E/M Code,New Level 4,0.0,-67.45445233721557,67.45445233721557,-100.0,Under Performed
2025,19,3-MEDICARE,Existing E/M Code,Existing Level 4,279.32,106.18328919188639,173.1367108081136,163.05457490136143,Over Performed
2025,19,3-MEDICARE,New E/M Code,New Level 4,977.49,1161.1455209150015,-183.6555209150015,-15.816753163744538,Under Performed
2025,19,4-MEDICAID,Existing E/M Code,Existing Level 4,2164.13,2718.954915683254,-554.824915683254,-20.405815208003563,Under Performed
2025,19,4-MEDICAID,New E/M Code,New Level 3,97.72,66.01673726780314,31.703262732196862,48.02306815556421,Over Performed
2025,19,4-MEDICAID,New E/M Code,New Level 4,2599.0099999999998,2979.1622988880163,-380.1522988880165,-12.760375593834205,Under Performed
2025,19,5-COMMERCIAL,Existing E/M Code,Existing Level 3,0.0,-43.72328008908062,43.72328008908062,-100.0,Under Performed
2025,19,5-COMMERCIAL,Existing E/M Code,Existing Level 4,65.0,-102.63275550383219,167.6327555038322,-163.332607295702,Under Performed
2025,19,5-COMMERCIAL,New E/M Code,New Level 4,650.35,576.8758325826302,73.47416741736981,12.736565352102103,Over Performed
2025,19,7-PPO,Existing E/M Code,Existing Level 4,50.0,-58.853513967954996,108.853513967955,-184.95669439079606,Under Performed
2025,19,9-EPS,New E/M Code,New PCP E/M Code,0.0,-47.60901774500894,47.60901774500894,-100.0,Under Performed
2025,19,9-EPS,Non E/M Code,Non E/M Code,95.0,1311.3209388086361,-1216.3209388086361,-92.75539670049731,Under Performed
2025,19,99-NEEDS INFO,New E/M Code,New Level 4,0.0,-67.45445233721557,67.45445233721557,-100.0,Under Performed
2025,20,1-SELF PAY,Existing E/M Code,Existing Level 4,199.0,663.4920507563284,-464.49205075632835,-70.00717645778035,Under Performed
2025,20,1-SELF PAY,Existing E/M Code,Existing PCP E/M Code,145.0,477.76354798423426,-332.76354798423426,-69.6502588755924,Under Performed
2025,20,1-SELF PAY,New E/M Code,New Level 3,0.0,114.68977066489538,-114.68977066489538,-100.0,Under Performed
2025,20,1-SELF PAY,New E/M Code,New Level 4,3280.0,2200.6644838376774,1079.3355161623226,49.045891551814364,Over Performed
2025,20,1-SELF PAY,New E/M Code,New PCP E/M Code,380.0,611.0468188607977,-231.04681886079766,-37.81163926056414,Under Performed
2025,20,1-SELF PAY,Non E/M Code,Non E/M Code,1240.0,1069.1756526388092,170.8243473611908,15.977201401807358,Over Performed
2025,20,13-TRICARE,Existing E/M Code,Existing Level 4,101.36,-61.61488621534011,162.97488621534012,-264.50570020652685,Under Performed
2025,20,13-TRICARE,New E/M Code,New Level 4,707.5999999999999,651.0606115480293,56.53938845197058,8.684197361830362,Over Performed
2025,20,15-UNITED HEALTHCARE,Existing E/M Code,Existing Level 4,739.8800000000001,811.875625804548,-71.9956258045479,-8.867814664740314,Under Performed
2025,20,15-UNITED HEALTHCARE,New E/M Code,New Level 4,1925.33,2168.051355388777,-242.72135538877728,-11.195369278752727,Under Performed
2025,20,17-AETNA,Existing E/M Code,Existing Level 3,149.2,357.2742691138833,-208.0742691138833,-58.2393659722409,Under Performed
2025,20,17-AETNA,Existing E/M Code,Existing Level 4,3014.28,3206.899383871243,-192.61938387124292,-6.006405590396801,Under Performed
2025,20,17-AETNA,New E/M Code,New Level 3,165.47,333.5553284812786,-168.0853284812786,-50.392038180470166,Under Performed
2025,20,17-AETNA,New E/M Code,New Level 4,1293.19,1204.9431820397879,88.24681796021218,7.323732710020697,Over Performed
2025,20,18-CIGNA,Existing E/M Code,Existing Level 3,60.0,37.63157451860411,22.36842548139589,59.44057820471343,Over Performed
2025,20,18-CIGNA,Existing E/M Code,Existing Level 4,548.0699999999999,527.8125249605528,20.257475039447172,3.8380057466353525,Over Performed
2025,20,18-CIGNA,New E/M Code,New Level 4,1499.76,1448.5502527684039,51.20974723159611,3.5352413306839963,Over Performed
2025,20,2-BCBS,Existing E/M Code,Existing Level 4,4088.54,3910.714814148575,177.82518585142498,4.547127425606982,Over Performed
2025,20,2-BCBS,New E/M Code,New Level 3,237.36,144.88551372502923,92.47448627497079,63.82590218817414,Over Performed
2025,20,2-BCBS,New E/M Code,New Level 4,3747.959999999999,3517.8207796477955,230.13922035220367,6.5420962228566175,Over Performed
2025,20,2-BCBS,New E/M Code,New PCP E/M Code,0.0,-120.50386661040557,120.50386661040557,-100.0,Under Performed
2025,20,2-BCBS,Non E/M Code,Non E/M Code,0.0,128.66525967478674,-128.66525967478674,-100.0,Under Performed
2025,20,20-WORK COMP,Existing E/M Code,Existing Level 4,1193.72,1930.2723379155364,-736.5523379155363,-38.157949189228134,Under Performed
2025,20,3-MEDICARE,Existing E/M Code,Existing Level 4,497.43999999999994,622.8311333903666,-125.39113339036669,-20.13244468172344,Under Performed
2025,20,3-MEDICARE,New E/M Code,New Level 4,207.2,-45.08169577131764,252.28169577131763,-559.6100400726873,Under Performed
2025,20,4-MEDICAID,Existing E/M Code,Existing Level 3,60.23,-258.93198864708097,319.161988647081,-123.26093439234822,Under Performed
2025,20,4-MEDICAID,Existing E/M Code,Existing Level 4,1669.82,2213.930116693174,-544.1101166931742,-24.576661774034747,Under Performed
2025,20,4-MEDICAID,New E/M Code,New Level 4,3140.8900000000003,3473.8458719647415,-332.95587196474116,-9.584647224904876,Under Performed
2025,20,4-MEDICAID,New E/M Code,New PCP E/M Code,70.42,83.38033624907212,-12.960336249072114,-15.543636344134246,Under Performed
2025,20,5-COMMERCIAL,Existing E/M Code,Existing Level 4,0.0,-65.3517999119,65.3517999119,-100.0,Under Performed
2025,20,5-COMMERCIAL,New E/M Code,New Level 4,713.54,814.5925979620749,-101.05259796207497,-12.405292929850523,Under Performed
2025,20,9-EPS,New E/M Code,New Level 3,0.0,-32.34009103234723,32.34009103234723,-100.0,Under Performed
2025,20,9-EPS,New E/M Code,New PCP E/M Code,0.0,-47.60901774500894,47.60901774500894,-100.0,Under Performed
2025,20,9-EPS,Non E/M Code,Non E/M Code,65.0,818.7332851628896,-753.7332851628896,-92.06090662515717,Under Performed
2025,20,99-NEEDS INFO,New E/M Code,New Level 3,30.0,-67.2573506316927,97.2573506316927,-144.60478998687103,Under Performed
2025,21,1-SELF PAY,Existing E/M Code,Existing Level 3,65.0,421.9843556545227,-356.9843556545227,-84.596585364123,Under Performed
2025,21,1-SELF PAY,Existing E/M Code,Existing Level 4,199.0,663.4920507563284,-464.49205075632835,-70.00717645778035,Under Performed
2025,21,1-SELF PAY,Existing E/M Code,Existing PCP E/M Code,199.0,719.1807691158701,-520.1807691158701,-72.32962718891358,Under Performed
2025,21,1-SELF PAY,New E/M Code,New Level 3,149.0,582.3717025437129,-433.3717025437129,-74.41496567412355,Under Performed
2025,21,1-SELF PAY,New E/M Code,New Level 4,4910.0,3033.208643435141,1876.7913565648591,61.87478598370909,Over Performed
2025,21,1-SELF PAY,New E/M Code,New Level 5,199.0,654.4975873637923,-455.49758736379226,-69.59499869181505,Under Performed
2025,21,1-SELF PAY,New E/M Code,New PCP E/M Code,245.0,505.1968148441472,-260.1968148441472,-51.504048956527505,Under Performed
2025,21,1-SELF PAY,Non E/M Code,Non E/M Code,1500.0,1210.9626174300163,289.0373825699837,23.868398446799098,Over Performed
2025,21,12-HUMANA,New E/M Code,New Level 4,469.77,539.721798471935,-69.95179847193504,-12.960713958558495,Under Performed
2025,21,13-TRICARE,Existing E/M Code,Existing Level 4,182.28,-45.374029572384075,227.65402957238408,-501.72759994616126,Under Performed
2025,21,13-TRICARE,New E/M Code,New Level 4,461.63,420.5492270345758,41.08077296542422,9.768362494706649,Over Performed
